customer_id,customer_name,segment,first_order_date,last_order_date,number_of_orders,total_sales_lifetime,average_order_value,customer_age_days,first_order_year,last_order_year,ltv_category,order_frequency_category
DD-13570,Dorothy Dickinson,Consumer,2016-03-31,2019-11-19,6,622.04,29.62,1328,2016.0,2019.0,Низкий,Периодический
AR-10510,Andrew Roberts,Consumer,2016-05-02,2019-12-16,5,621.85,36.58,1323,2016.0,2019.0,Низкий,Периодический
CW-50229,Emily Mitchell,Home Office,2023-07-30,2023-07-30,1,621.17,621.17,0,2023.0,2023.0,Низкий,Редкий
SB-32593,Timothy Ortega,Corporate,2025-08-07,2025-08-07,1,613.83,613.83,0,2025.0,2025.0,Низкий,Редкий
BF-11080,Bart Folk,Consumer,2016-11-28,2019-12-05,3,611.54,40.77,1102,2016.0,2019.0,Низкий,Редкий
JB-54910,Valerie Morgan,Home Office,2022-10-30,2022-10-30,1,608.93,608.93,0,2022.0,2022.0,Низкий,Редкий
RB-19645,Robert Barroso,Consumer,2016-08-23,2018-03-22,5,606.47,35.67,576,2016.0,2018.0,Низкий,Периодический
GS-38450,Heidi Thomas,Home Office,2023-12-27,2023-12-27,1,599.14,599.14,0,2023.0,2023.0,Низкий,Редкий
FC-44736,Randall Wood,Consumer,2024-09-29,2024-09-29,1,594.0,594.0,0,2024.0,2024.0,Низкий,Редкий
CE-25188,Amanda West,Corporate,2021-11-27,2021-11-27,1,592.71,592.71,0,2021.0,2021.0,Низкий,Редкий
HM-33996,Charles Thomas,Consumer,2022-07-07,2022-07-07,1,592.67,592.67,0,2022.0,2022.0,Низкий,Редкий
JJ-15760,Joel Jenkins,Consumer,2017-10-05,2017-12-08,2,585.0,65.0,64,2017.0,2017.0,Низкий,Редкий
LH-16750,Larry Hughes,Consumer,2016-09-21,2019-08-01,3,583.75,83.39,1044,2016.0,2019.0,Низкий,Редкий
GT-14755,Guy Thornton,Consumer,2017-02-18,2019-11-26,4,583.04,34.3,1011,2017.0,2019.0,Низкий,Редкий
MM-89556,Julie Pierce,Corporate,2025-01-03,2025-01-03,1,582.44,582.44,0,2025.0,2025.0,Низкий,Редкий
JD-59510,Pamela Chung,Consumer,2024-04-20,2024-04-20,1,582.36,582.36,0,2024.0,2024.0,Низкий,Редкий
RJ-89541,Gregory Roberts,Home Office,2023-05-10,2023-05-10,1,569.05,569.05,0,2023.0,2023.0,Низкий,Редкий
JM-38528,Shawn Adams,Home Office,2021-12-16,2021-12-16,1,568.17,568.17,0,2021.0,2021.0,Низкий,Редкий
RC-52260,Douglas Trujillo,Corporate,2023-10-06,2023-10-06,1,564.05,564.05,0,2023.0,2023.0,Низкий,Редкий
JH-15430,Jennifer Halladay,Consumer,2016-02-24,2019-12-25,4,560.87,40.06,1400,2016.0,2019.0,Низкий,Редкий
ST-87471,Jennifer Aguilar,Corporate,2024-01-07,2024-01-07,1,556.16,556.16,0,2024.0,2024.0,Низкий,Редкий
DJ-46934,Jean Lewis,Home Office,2023-05-13,2023-05-13,1,553.02,553.02,0,2023.0,2023.0,Низкий,Редкий
LH-17020,Lisa Hazard,Consumer,2016-09-08,2019-05-05,4,550.94,45.91,969,2016.0,2019.0,Низкий,Редкий
IR-29475,David Erickson,Consumer,2025-08-22,2025-08-22,1,549.97,549.97,0,2025.0,2025.0,Низкий,Редкий
SK-41529,Jennifer Hayes,Consumer,2021-12-03,2021-12-03,1,549.06,549.06,0,2021.0,2021.0,Низкий,Редкий
TF-57796,Christopher Bell,Consumer,2023-02-12,2023-02-12,1,547.94,547.94,0,2023.0,2023.0,Низкий,Редкий
DD-91844,Randy Ryan,Home Office,2023-02-12,2023-02-12,1,543.38,543.38,0,2023.0,2023.0,Низкий,Редкий
CS-94355,Alexis Lee MD,Home Office,2024-02-09,2024-02-09,1,542.64,542.64,0,2024.0,2024.0,Низкий,Редкий
BN-11470,Brad Norvell,Consumer,2016-09-12,2019-12-06,4,540.96,41.61,1180,2016.0,2019.0,Низкий,Редкий
ML-98572,Tracy Holt,Corporate,2025-08-03,2025-08-03,1,539.21,539.21,0,2025.0,2025.0,Низкий,Редкий
RA-31020,Lisa Sims DDS,Corporate,2023-08-29,2023-08-29,1,524.69,524.69,0,2023.0,2023.0,Низкий,Редкий
MW-94145,Christina Thompson,Consumer,2022-03-16,2022-03-16,1,522.04,522.04,0,2022.0,2022.0,Низкий,Редкий
JH-97161,Wesley Rodriguez,Consumer,2025-03-30,2025-03-30,1,519.89,519.89,0,2025.0,2025.0,Низкий,Редкий
NR-81970,Jesse Maynard,Corporate,2024-08-16,2024-08-16,1,519.56,519.56,0,2024.0,2024.0,Низкий,Редкий
AG-10765,Anthony Garverick,Consumer,2016-09-17,2019-10-14,4,511.75,34.12,1122,2016.0,2019.0,Низкий,Редкий
AD-65943,Elizabeth Smith,Home Office,2022-08-26,2022-08-26,1,509.35,509.35,0,2022.0,2022.0,Низкий,Редкий
JM-15580,Jill Matthias,Consumer,2018-04-14,2019-12-30,5,505.37,36.1,625,2018.0,2019.0,Низкий,Периодический
LL-76444,Mindy Zavala,Corporate,2025-02-17,2025-02-17,1,504.23,504.23,0,2025.0,2025.0,Низкий,Редкий
SO-29846,Debra Smith,Consumer,2022-04-07,2022-04-07,1,503.46,503.46,0,2022.0,2022.0,Низкий,Редкий
GD-92450,Jonathan Taylor,Home Office,2023-04-13,2023-04-13,1,495.36,495.36,0,2023.0,2023.0,Низкий,Редкий
AS-13628,Jacob Huff,Home Office,2024-05-20,2024-05-20,1,493.49,493.49,0,2024.0,2024.0,Низкий,Редкий
EA-14557,Kelsey Shepherd,Home Office,2024-06-14,2024-06-14,1,478.15,478.15,0,2024.0,2024.0,Низкий,Редкий
AS-67632,Thomas Clark,Home Office,2025-07-01,2025-07-01,1,470.06,470.06,0,2025.0,2025.0,Низкий,Редкий
AM-62879,Eduardo Mendoza,Home Office,2024-05-17,2024-05-17,1,469.05,469.05,0,2024.0,2024.0,Низкий,Редкий
AS-89688,Jeremy Keller,Corporate,2021-12-28,2021-12-28,1,464.44,464.44,0,2021.0,2021.0,Низкий,Редкий
JS-34274,Amber Daniel,Home Office,2024-03-16,2024-03-16,1,460.92,460.92,0,2024.0,2024.0,Низкий,Редкий
LA-35721,Cynthia Andrews,Consumer,2021-11-07,2021-11-07,1,455.63,455.63,0,2021.0,2021.0,Низкий,Редкий
AG-10390,Allen Goldenen,Consumer,2016-04-19,2019-09-07,5,445.88,21.23,1236,2016.0,2019.0,Низкий,Периодический
DD-99871,Matthew Warner,Consumer,2025-01-15,2025-01-15,1,445.12,445.12,0,2025.0,2025.0,Низкий,Редкий
JF-67008,Gerald Wright,Corporate,2024-02-18,2024-02-18,1,441.26,441.26,0,2024.0,2024.0,Низкий,Редкий
DA-13450,Dianna Arnett,Consumer,2016-04-25,2019-01-12,4,436.97,20.81,992,2016.0,2019.0,Низкий,Редкий
MH-58639,Nicole Gonzalez,Home Office,2021-12-27,2021-12-27,1,432.95,432.95,0,2021.0,2021.0,Низкий,Редкий
CW-44594,Heidi Martinez,Consumer,2025-04-08,2025-04-08,1,430.64,430.64,0,2025.0,2025.0,Низкий,Редкий
BS-87554,Jessica Yates,Corporate,2025-06-01,2025-06-01,1,429.71,429.71,0,2025.0,2025.0,Низкий,Редкий
AG-22415,Robert Holloway,Home Office,2024-01-20,2024-01-20,1,428.1,428.1,0,2024.0,2024.0,Низкий,Редкий
SD-22663,Victoria Castillo,Home Office,2024-10-05,2024-10-05,1,411.74,411.74,0,2024.0,2024.0,Низкий,Редкий
ML-18265,Muhammed Lee,Consumer,2017-05-31,2019-09-21,2,406.72,50.84,843,2017.0,2019.0,Низкий,Редкий
GH-14665,Greg Hansen,Consumer,2017-11-17,2019-12-28,2,399.9,49.99,771,2017.0,2019.0,Низкий,Редкий
AB-59906,Nicole Novak,Home Office,2024-10-07,2024-10-07,1,397.66,397.66,0,2024.0,2024.0,Низкий,Редкий
KD-31113,Bridget Torres,Home Office,2025-06-18,2025-06-18,1,395.35,395.35,0,2025.0,2025.0,Низкий,Редкий
GW-81768,Kathleen Wagner,Corporate,2024-09-27,2024-09-27,1,393.84,393.84,0,2024.0,2024.0,Низкий,Редкий
MO-17950,Michael Oakman,Consumer,2017-04-02,2019-07-03,2,390.89,39.09,822,2017.0,2019.0,Низкий,Редкий
MW-22765,Thomas Porter,Corporate,2024-03-17,2024-03-17,1,385.39,385.39,0,2024.0,2024.0,Низкий,Редкий
PT-19090,Pete Takahito,Consumer,2016-09-12,2019-10-20,4,377.34,25.16,1133,2016.0,2019.0,Низкий,Редкий
AM-31794,Ashley Kelly,Home Office,2024-03-17,2024-03-17,1,373.27,373.27,0,2024.0,2024.0,Низкий,Редкий
EL-13735,Ed Ludwig,Consumer,2018-04-22,2019-10-14,2,372.84,62.14,540,2018.0,2019.0,Низкий,Редкий
HH-15010,Hilary Holden,Consumer,2016-08-29,2019-10-19,2,372.28,28.64,1146,2016.0,2019.0,Низкий,Редкий
BM-46663,Cynthia Barton,Corporate,2024-07-07,2024-07-07,1,353.79,353.79,0,2024.0,2024.0,Низкий,Редкий
MN-34416,Michelle Harmon,Corporate,2025-01-22,2025-01-22,1,348.29,348.29,0,2025.0,2025.0,Низкий,Редкий
JR-78357,Michelle Smith,Corporate,2023-06-05,2023-06-05,1,329.48,329.48,0,2023.0,2023.0,Низкий,Редкий
RJ-80875,Joshua Taylor,Corporate,2022-02-10,2022-02-10,1,326.17,326.17,0,2022.0,2022.0,Низкий,Редкий
JS-49659,Jodi Garcia,Corporate,2022-09-14,2022-09-14,1,324.36,324.36,0,2022.0,2022.0,Низкий,Редкий
TD-36727,William Smith,Corporate,2023-05-20,2023-05-20,1,323.29,323.29,0,2023.0,2023.0,Низкий,Редкий
HC-72259,Darren Williams,Corporate,2024-09-13,2024-09-13,1,322.16,322.16,0,2024.0,2024.0,Низкий,Редкий
DJ-59356,David Hernandez,Corporate,2023-03-22,2023-03-22,1,321.87,321.87,0,2023.0,2023.0,Низкий,Редкий
CS-48546,Bethany Norman,Consumer,2024-11-15,2024-11-15,1,321.13,321.13,0,2024.0,2024.0,Низкий,Редкий
AR-10570,Anemone Ratner,Consumer,2018-07-14,2018-07-14,1,316.2,45.17,0,2018.0,2018.0,Низкий,Редкий
DM-89283,George Garcia,Home Office,2022-03-29,2022-03-29,1,307.17,307.17,0,2022.0,2022.0,Низкий,Редкий
NS-49040,Katie Chapman,Home Office,2025-03-11,2025-03-11,1,296.46,296.46,0,2025.0,2025.0,Низкий,Редкий
PW-78879,Kristopher Mason,Corporate,2024-03-11,2024-03-11,1,294.41,294.41,0,2024.0,2024.0,Низкий,Редкий
SG-49052,Kristy Romero,Consumer,2023-02-21,2023-02-21,1,292.16,292.16,0,2023.0,2023.0,Низкий,Редкий
EJ-99926,Matthew Cole,Corporate,2023-07-08,2023-07-08,1,286.47,286.47,0,2023.0,2023.0,Низкий,Редкий
JF-44884,Daniel Douglas,Consumer,2022-08-24,2022-08-24,1,285.06,285.06,0,2022.0,2022.0,Низкий,Редкий
JR-11916,Mary Dorsey,Corporate,2025-06-27,2025-06-27,1,283.6,283.6,0,2025.0,2025.0,Низкий,Редкий
JW-62853,Patrick Gutierrez,Consumer,2024-06-29,2024-06-29,1,282.51,282.51,0,2024.0,2024.0,Низкий,Редкий
DM-20417,Elizabeth Davis,Corporate,2022-10-08,2022-10-08,1,280.97,280.97,0,2022.0,2022.0,Низкий,Редкий
CG-59148,Steven Jordan,Consumer,2025-07-25,2025-07-25,1,277.81,277.81,0,2025.0,2025.0,Низкий,Редкий
GA-36014,Phillip Lee,Consumer,2024-10-06,2024-10-06,1,276.3,276.3,0,2024.0,2024.0,Низкий,Редкий
JG-50925,Kaylee Owens,Home Office,2022-08-09,2022-08-09,1,268.07,268.07,0,2022.0,2022.0,Низкий,Редкий
PB-19210,Phillip Breyer,Consumer,2016-11-23,2018-02-11,2,265.48,66.37,445,2016.0,2018.0,Низкий,Редкий
NS-42674,Andrew Bradford,Home Office,2022-12-13,2022-12-13,1,265.0,265.0,0,2022.0,2022.0,Низкий,Редкий
BO-11425,Bobby Odegard,Consumer,2017-09-10,2019-10-16,2,261.66,65.42,766,2017.0,2019.0,Низкий,Редкий
EK-53618,Jennifer Sanchez,Corporate,2023-10-02,2023-10-02,1,261.39,261.39,0,2023.0,2023.0,Низкий,Редкий
CR-30788,Leah Acosta,Consumer,2025-05-05,2025-05-05,1,260.7,260.7,0,2025.0,2025.0,Низкий,Редкий
CC-12550,Clay Cheatham,Consumer,2019-06-15,2019-12-03,3,237.79,26.42,171,2019.0,2019.0,Низкий,Редкий
JG-78521,Justin Bray,Home Office,2022-01-28,2022-01-28,1,237.65,237.65,0,2022.0,2022.0,Низкий,Редкий
SC-90616,Casey Ryan,Consumer,2025-07-21,2025-07-21,1,233.07,233.07,0,2025.0,2025.0,Низкий,Редкий
DR-49914,Michael Patel,Corporate,2022-06-15,2022-06-15,1,231.29,231.29,0,2022.0,2022.0,Низкий,Редкий
RM-19750,Roland Murray,Consumer,2019-03-06,2019-03-06,1,223.08,44.62,0,2019.0,2019.0,Низкий,Редкий
CP-18595,Timothy Thomas,Consumer,2022-09-13,2022-09-13,1,219.0,219.0,0,2022.0,2022.0,Низкий,Редкий
RD-59481,Heather Carter,Home Office,2022-09-05,2022-09-05,1,217.96,217.96,0,2022.0,2022.0,Низкий,Редкий
JH-56662,Brian Roth,Consumer,2023-06-07,2023-06-07,1,209.84,209.84,0,2023.0,2023.0,Низкий,Редкий
CJ-44127,Brandon Lawson,Corporate,2022-08-30,2022-08-30,1,203.61,203.61,0,2022.0,2022.0,Низкий,Редкий
FW-14395,Fred Wasserman,Consumer,2017-03-22,2019-01-02,3,203.1,29.01,651,2017.0,2019.0,Низкий,Редкий
RG-19730,James Hendrix,Home Office,2022-08-09,2022-08-09,1,200.77,200.77,0,2022.0,2022.0,Низкий,Редкий
JC-15340,Jasper Cacioppo,Consumer,2016-01-28,2019-09-07,4,200.31,20.03,1318,2016.0,2019.0,Низкий,Редкий
JS-67056,Tara Roberts,Corporate,2024-04-08,2024-04-08,1,194.89,194.89,0,2024.0,2024.0,Низкий,Редкий
RW-52156,George Hampton,Consumer,2022-04-10,2022-04-10,1,190.24,190.24,0,2022.0,2022.0,Низкий,Редкий
RR-64276,Wanda Howard,Corporate,2024-12-10,2024-12-10,1,188.75,188.75,0,2024.0,2024.0,Низкий,Редкий
NM-72736,Vicki Barton,Consumer,2023-06-21,2023-06-21,1,187.38,187.38,0,2023.0,2023.0,Низкий,Редкий
KS-16300,Karen Seio,Consumer,2017-01-13,2019-03-10,3,186.76,20.75,786,2017.0,2019.0,Низкий,Редкий
FE-27595,David Miller,Corporate,2022-03-17,2022-03-17,1,186.64,186.64,0,2022.0,2022.0,Низкий,Редкий
KM-93430,John Gordon,Consumer,2024-04-15,2024-04-15,1,186.15,186.15,0,2024.0,2024.0,Низкий,Редкий
AS-10135,Adrian Shami,Consumer,2018-11-13,2019-11-19,2,184.82,16.8,371,2018.0,2019.0,Низкий,Редкий
AS-91027,Amanda Martin,Consumer,2023-08-12,2023-08-12,1,181.7,181.7,0,2023.0,2023.0,Низкий,Редкий
MR-87761,John Lloyd,Home Office,2023-10-09,2023-10-09,1,180.07,180.07,0,2023.0,2023.0,Низкий,Редкий
PM-45163,Tammy Blair,Consumer,2025-04-29,2025-04-29,1,178.14,178.14,0,2025.0,2025.0,Низкий,Редкий
KA-67582,Alex Roach,Home Office,2022-02-10,2022-02-10,1,173.58,173.58,0,2022.0,2022.0,Низкий,Редкий
JM-62684,Collin Hodges,Consumer,2024-01-15,2024-01-15,1,173.1,173.1,0,2024.0,2024.0,Низкий,Редкий
MF-58254,Kristen Fowler,Corporate,2023-12-01,2023-12-01,1,171.31,171.31,0,2023.0,2023.0,Низкий,Редкий
HC-92757,Allen Perry,Corporate,2023-06-24,2023-06-24,1,168.98,168.98,0,2023.0,2023.0,Низкий,Редкий
SD-88212,Lori Warren,Corporate,2022-02-22,2022-02-22,1,167.77,167.77,0,2022.0,2022.0,Низкий,Редкий
CO-13175,Joel Sandoval,Home Office,2024-05-04,2024-05-04,1,166.84,166.84,0,2024.0,2024.0,Низкий,Редкий
EC-10385,Jessica Rhodes,Home Office,2023-10-08,2023-10-08,1,164.5,164.5,0,2023.0,2023.0,Низкий,Редкий
AO-10810,Anthony O'Donnell,Corporate,2018-08-16,2018-08-16,1,161.28,161.28,0,2018.0,2018.0,Низкий,Редкий
BW-66943,Darlene Rose,Corporate,2021-12-11,2021-12-11,1,154.83,154.83,0,2021.0,2021.0,Низкий,Редкий
JG-67748,Dr. Henry Ball,Corporate,2025-02-12,2025-02-12,1,153.27,153.27,0,2025.0,2025.0,Низкий,Редкий
KR-66741,Pamela Johnson,Home Office,2023-08-06,2023-08-06,1,147.3,147.3,0,2023.0,2023.0,Низкий,Редкий
DG-21558,Derek Thompson,Home Office,2024-04-22,2024-04-22,1,129.19,129.19,0,2024.0,2024.0,Низкий,Редкий
RR-71275,Jared Campbell,Consumer,2024-05-31,2024-05-31,1,128.92,128.92,0,2024.0,2024.0,Низкий,Редкий
LB-16735,Larry Blacks,Consumer,2018-07-25,2019-11-12,3,123.84,15.48,475,2018.0,2019.0,Низкий,Редкий
TB-36720,Briana Schaefer,Home Office,2024-02-15,2024-02-15,1,123.3,123.3,0,2024.0,2024.0,Низкий,Редкий
SG-20890,Susan Gilcrest,Consumer,2016-03-30,2019-05-18,3,122.84,9.45,1144,2016.0,2019.0,Низкий,Редкий
CW-48585,Samantha Davis,Consumer,2025-07-29,2025-07-29,1,120.67,120.67,0,2025.0,2025.0,Низкий,Редкий
AL-27207,Traci Reed,Corporate,2025-01-02,2025-01-02,1,117.19,117.19,0,2025.0,2025.0,Низкий,Редкий
TM-11667,Tracy Houston,Home Office,2021-11-18,2021-11-18,1,116.32,116.32,0,2021.0,2021.0,Низкий,Редкий
MM-57523,Jason Carr,Corporate,2025-06-19,2025-06-19,1,109.9,109.9,0,2025.0,2025.0,Низкий,Редкий
LG-23565,Kimberly Hale,Corporate,2022-04-14,2022-04-14,1,100.55,100.55,0,2022.0,2022.0,Низкий,Редкий
RE-19405,Ricardo Emerson,Consumer,2016-12-29,2016-12-29,1,96.72,48.36,0,2016.0,2016.0,Низкий,Редкий
HH-31733,John Aguirre,Consumer,2025-06-03,2025-06-03,1,96.47,96.47,0,2025.0,2025.0,Низкий,Редкий
TH-25288,Anna Hicks,Consumer,2024-03-24,2024-03-24,1,96.32,96.32,0,2024.0,2024.0,Низкий,Редкий
LC-13171,Melissa Chang,Home Office,2025-06-11,2025-06-11,1,92.87,92.87,0,2025.0,2025.0,Низкий,Редкий
SS-20866,Michelle Lopez,Consumer,2024-08-31,2024-08-31,1,86.36,86.36,0,2024.0,2024.0,Низкий,Редкий
CM-91616,Jesus Gonzalez,Consumer,2024-05-10,2024-05-10,1,85.77,85.77,0,2024.0,2024.0,Низкий,Редкий
JL-29984,Danielle Miller,Corporate,2021-11-11,2021-11-11,1,84.68,84.68,0,2021.0,2021.0,Низкий,Редкий
SH-45803,Jessica Simmons,Home Office,2022-08-27,2022-08-27,1,77.41,77.41,0,2022.0,2022.0,Низкий,Редкий
JM-33280,Raymond Brewer,Corporate,2024-09-29,2024-09-29,1,75.11,75.11,0,2024.0,2024.0,Низкий,Редкий
JA-46087,Amy Garza,Corporate,2022-08-28,2022-08-28,1,68.67,68.67,0,2022.0,2022.0,Низкий,Редкий
JF-10815,Amy Boyle,Home Office,2024-03-01,2024-03-01,1,62.54,62.54,0,2024.0,2024.0,Низкий,Редкий
RS-19870,Roy Skaria,Consumer,2018-06-07,2019-12-11,2,59.7,7.46,552,2018.0,2019.0,Низкий,Редкий
JV-48312,Evan Ellis,Home Office,2024-11-10,2024-11-10,1,58.74,58.74,0,2024.0,2024.0,Низкий,Редкий
CA-19373,Kenneth Hart,Corporate,2024-08-25,2024-08-25,1,55.17,55.17,0,2024.0,2024.0,Низкий,Редкий
EO-92221,Howard Walker,Corporate,2024-11-12,2024-11-12,1,41.47,41.47,0,2024.0,2024.0,Низкий,Редкий
MG-18205,Mitch Gastineau,Consumer,2019-04-10,2019-04-10,1,37.9,7.58,0,2019.0,2019.0,Низкий,Редкий
JL-45249,Toni Lewis,Corporate,2023-08-16,2023-08-16,1,37.3,37.3,0,2023.0,2023.0,Низкий,Редкий
CJ-11875,Carl Jackson,Consumer,2018-12-30,2018-12-30,1,33.04,16.52,0,2018.0,2018.0,Низкий,Редкий
SS-14424,Yolanda Barber,Corporate,2025-09-04,2025-09-04,1,32.6,32.6,0,2025.0,2025.0,Низкий,Редкий
LD-16855,Lela Donovan,Consumer,2018-06-26,2018-06-26,1,15.91,5.3,0,2018.0,2018.0,Низкий,Редкий
TS-21085,Thais Sissman,Consumer,2017-07-19,2019-01-07,2,12.47,2.49,537,2017.0,2019.0,Низкий,Редкий
EM-67900,Shannon Hunter,Home Office,2025-06-16,2025-06-16,1,11.15,11.15,0,2025.0,2025.0,Низкий,Редкий
